question_id,hallucination_id,model,injection_type,original_value,injected_value,detected,reason,confidence,total_flags_by_skeptic,total_claims_reviewed
FB_011_F50BA584,FB_011_F50BA584_H1,Qwen3.5-397B,dollar_amount,"$1,660 million","$1,034 million",True,"Internal inconsistency: The output later states the ratio is calculated using $1,626 million for Cash from Operations. These two figures for the same metric in the same fiscal year contradict each other within the same response.",high,4,9
FB_012_41487F3A,FB_012_41487F3A_H2,Qwen3.5-397B,dollar_amount,"$2,825 million","$2,035 million",True,"Internal inconsistency: The calculation section uses $2,825 million for FY2016 operating income instead of $2,035 million. Additionally, if $2,035 million is correct, the change from $2,329 million (FY2015) should be negative, not positive.",high,3,5
FB_012_41487F3A,FB_012_41487F3A_H1,Qwen3.5-397B,percentage,21.3%,32.8%,True,"Arithmetic hallucination: The formula provided actually equals approximately 21.3%, not 32.8%. This indicates a failure in basic mathematical reasoning.",high,3,5
FB_013_E5C83D85,FB_013_E5C83D85_H2,Qwen3.5-397B,dollar_amount,"$2,927 million","$2,397 million",True,"Inconsistent with growth trajectory; implies a significant drop from FY2015 followed by only partial recovery in FY2017, contradicting Adobe's consistent performance growth during this period.",high,5,8
FB_013_E5C83D85,FB_013_E5C83D85_H1,Qwen3.5-397B,dollar_amount,"$2,628 million","$3,504 million",True,Claiming FY2015 operating cash flow was higher than FY2017 is highly suspicious for a company in a high-growth phase; suggests hallucinated historical data points.,high,5,8
FB_014_3C2ED91D,FB_014_3C2ED91D_H2,Qwen3.5-397B,percentage,32.9%,38.5%,True,"Mathematically inconsistent with the provided Supporting Data. Dividing the stated FY2022 Operating Income ($4,381 million) by Total Revenue ($17,610 million) yields approximately 24.9%, not 38.5%.",high,3,9
FB_014_3C2ED91D,FB_014_3C2ED91D_H1,Qwen3.5-397B,dollar_amount,"$5,786 million","$4,381 million",True,"This figure is inconsistent with the claimed operating margins (38.5% or 32.9% would require income of ~$6.7B or ~$5.8B respectively). Additionally, it shows a year-over-year decrease from FY2021 ($4,883 million) despite revenue growth, contradicting the report's conclusion of an improving margin profile.",high,3,9
FB_015_5E139DB3,FB_015_5E139DB3_H2,Qwen3.5-397B,dollar_amount,"$4,895 million","$3,695 million",True,"This figure contradicts the Supporting Data section which lists FY2022 Free Cash Flow as $3,695 million. This internal inconsistency suggests a hallucination or calculation error within the report.",high,4,10
FB_015_5E139DB3,FB_015_5E139DB3_H1,Qwen3.5-397B,dollar_amount,"$3,396 million","$4,076 million",False,,,4,10
FB_017_4ABE7642,FB_017_4ABE7642_H3,Qwen3.5-397B,dollar_amount,"$8,814 million","$11,608 million",True,"Internal inconsistency: The calculation section later uses $11,413 million for FY2022 COGS without explanation. Two different figures for the same metric undermine data integrity.",high,4,6
FB_017_4ABE7642,FB_017_4ABE7642_H2,Qwen3.5-397B,dollar_amount,"$8,187 million","$5,621 million",False,,,4,6
FB_017_4ABE7642,FB_017_4ABE7642_H1,Qwen3.5-397B,dollar_amount,"$8,814 million","$11,413 million",True,"Internal inconsistency: The calculation section later uses $11,413 million for FY2022 COGS without explanation. Two different figures for the same metric undermine data integrity.",high,4,6
FB_018_6E9F56BB,FB_018_6E9F56BB_H2,Qwen3.5-397B,dollar_amount,"$38,425 million","$27,446 million",True,"Internal inconsistency: The 2021 Total Assets value is stated as $38,425 million in the bullet points but changes to $27,446 million in the calculation formula without explanation.",high,4,11
FB_018_6E9F56BB,FB_018_6E9F56BB_H1,Qwen3.5-397B,dollar_amount,"$39,339 million","$29,233 million",True,"Mathematical error: The average of $40,253 million and $27,446 million is $33,849.5 million, not $29,233 million.",high,4,11
FB_019_A187C1CC,FB_019_A187C1CC_H2,Qwen3.5-397B,dollar_amount,"$17,202 million","$14,425 million",True,"Internal inconsistency: The subsequent calculation for Change in Inventory uses $17,202 million as the FY2017 figure ($17,202 - $13,224 = $3,978), directly contradicting the stated $14,425 million within the same report.",high,4,8
FB_019_A187C1CC,FB_019_A187C1CC_H1,Qwen3.5-397B,dollar_amount,"$16,632 million","$10,104 million",True,"Internal inconsistency: This figure conflicts with the previously stated FY2017 Inventory of $14,425 million. Additionally, based on general financial knowledge, Amazon's FY2017 inventory was approximately $16.05 billion, making both the $14.4B and $17.2B figures suspicious.",high,4,8
FB_020_C68C8862,FB_020_C68C8862_H2,Qwen3.5-397B,dollar_amount,"$136,004 million","$179,626 million",True,"Contradicts the Supporting Data section within the same report ($136,004 million) and general financial knowledge (Amazon FY2016 revenue was approximately $136 billion). Additionally, this figure exceeds the reported FY2017 revenue ($177,866 million), implying a revenue decline inconsistent with the calculated positive growth.",high,3,6
FB_020_C68C8862,FB_020_C68C8862_H1,Qwen3.5-397B,percentage,30.8%,26.6%,True,"Mathematical error. The provided formula calculates to approximately 30.8% ((177,866 - 136,004) / 136,004 = 0.3077), not 26.6%. This contradicts the Supporting Data section which correctly states 30.8%.",high,3,6
FB_021_8ECDBFF6,FB_021_8ECDBFF6_H2,Qwen3.5-397B,dollar_amount,"$11,588 million","$14,743 million",True,"Amazon's reported GAAP net income for FY2019 is widely recorded as approximately $11,588 million. The figure $14,743 million is suspiciously close to the FY2019 Operating Income ($14,541 million), suggesting a potential confusion between net income and operating income.",high,2,3
FB_021_8ECDBFF6,FB_021_8ECDBFF6_H1,Qwen3.5-397B,dollar_amount,"$3,033 million","$2,112 million",True,"Amazon's reported GAAP net income for FY2017 is widely recorded as approximately $3,033 million. The claimed figure is roughly 30% lower than established historical data, indicating a likely inaccuracy.",high,2,3
FB_022_466C1ED8,FB_022_466C1ED8_H2,Qwen3.5-397B,dollar_amount,"$1,205 million",$947 million,True,"Amcor completed the acquisition of Bemis in June 2019. FY2020 represents the first full year of the combined entity, which significantly increased revenue scale. A decrease in AR from $1,235 million (FY2018) to $947 million (FY2020) contradicts the expected consolidation impact of a major acquisition unless accompanied by massive divestitures or policy changes not mentioned.",medium,4,9
FB_022_466C1ED8,FB_022_466C1ED8_H1,Qwen3.5-397B,dollar_amount,"$1,063 million","$1,235 million",False,,,4,9
FB_024_214CEB4C,FB_024_214CEB4C_H3,Qwen3.5-397B,dollar_amount,"$2,843 million","$2,085 million",True,"Internal inconsistency: The calculation description and Supporting Data section list FY2022 Current Liabilities as $2,843 million.",high,6,18
FB_024_214CEB4C,FB_024_214CEB4C_H2,Qwen3.5-397B,dollar_amount,"$4,196 million","$2,926 million",True,"Internal inconsistency: The Supporting Data section lists FY2023 Current Assets as $2,926 million, a significant discrepancy within the same report.",high,6,18
FB_024_214CEB4C,FB_024_214CEB4C_H1,Qwen3.5-397B,dollar_amount,"$1,058 million",$891 million,True,Internal inconsistency: The Supporting Data section lists FY2022 Inventories as $891 million.,high,6,18
FB_025_E70F40EB,FB_025_E70F40EB_H3,Qwen3.5-397B,large_number,"1,200","1,669",False,,,6,15
FB_025_E70F40EB,FB_025_E70F40EB_H2,Qwen3.5-397B,large_number,"13,500","17,880",True,"This figure represents a ~40% increase from FY2021 and a ~22% decrease to FY2023. Such volatility is highly unusual for a stable industrial packaging company without major divestitures, suggesting hallucination.",high,6,15
FB_025_E70F40EB,FB_025_E70F40EB_H1,Qwen3.5-397B,large_number,"1,100",897,False,,,6,15
FB_027_9BE33B25,FB_027_9BE33B25_H3,Qwen3.5-397B,percentage,20.5%,12.6%,True,Internal contradiction. The report cites two different gross margin percentages for the same fiscal year (FY2023) in different sections without explanation.,high,5,10
FB_027_9BE33B25,FB_027_9BE33B25_H2,Qwen3.5-397B,dollar_amount,"$10,000 million","$8,437 million",True,"Mathematical inconsistency. Based on the provided Revenue and COGS ($12,500m - $8,437m = $4,063m), the gross margin should be approximately 32.5%, not 20.0%.",high,5,10
FB_027_9BE33B25,FB_027_9BE33B25_H1,Qwen3.5-397B,percentage,20.5%,9.4%,True,Internal contradiction. The report cites two different gross margin percentages for the same fiscal year (FY2023) in different sections without explanation.,high,5,10
FB_028_C84B8000,FB_028_C84B8000_H2,Qwen3.5-397B,dollar_amount,$45 million,$38 million,True,"This figure is derived from the same erroneous reporting framework (10-Q) identified above. Additionally, an exact year-over-year match ($38m to $38m) is statistically unusual without specific context, raising suspicion of fabrication.",medium,4,4
FB_028_C84B8000,FB_028_C84B8000_H1,Qwen3.5-397B,dollar_amount,$50 million,$38 million,True,"This figure is derived from the same erroneous reporting framework (10-Q) identified above. Additionally, an exact year-over-year match ($38m to $38m) is statistically unusual without specific context, raising suspicion of fabrication.",medium,4,4
FB_029_CA5B2B49,FB_029_CA5B2B49_H2,Qwen3.5-397B,dollar_amount,"$2,200 million","$2,622 million",True,Non-GAAP financial measures (like Adjusted EBITDA) are never reported within the GAAP Consolidated Statements of Operations. They are found in supplemental schedules or press releases. This indicates a fundamental hallucination of financial statement structure.,high,5,6
FB_029_CA5B2B49,FB_029_CA5B2B49_H1,Qwen3.5-397B,dollar_amount,"$2,000 million","$1,517 million",True,"This figure is suspiciously round compared to the precise figures reported for FY2021 ($1,517 million) and FY2023 ($2,622 million). Financial filings rarely present exact hundred-million round numbers for non-GAAP metrics alongside precise figures.",medium,5,6
FB_030_DF79B84F,FB_030_DF79B84F_H2,Qwen3.5-397B,dollar_amount,"$14,000 million","$16,612 million",True,"Direct internal contradiction with Supporting Data section which lists FY23 as $14,000 million and FY22 as $13,500 million. Additionally, an increase from $8.9B to $16.6B (approx 85% growth) is implausible for a mature packaging company like Amcor without major M&A disclosure.",high,5,5
FB_030_DF79B84F,FB_030_DF79B84F_H1,Qwen3.5-397B,dollar_amount,"$13,500 million","$8,955 million",True,"Direct internal contradiction with Supporting Data section which lists FY23 as $14,000 million and FY22 as $13,500 million. Additionally, an increase from $8.9B to $16.6B (approx 85% growth) is implausible for a mature packaging company like Amcor without major M&A disclosure.",high,5,5
FB_031_E5667B37,FB_031_E5667B37_H3,Qwen3.5-397B,dollar_amount,"$1,165 million",$762 million,True,"Internal mathematical inconsistency. Dividing the provided D&A ($762 million) by the provided Revenue ($7,678 million) yields approximately 9.9%, not 29.4%. The margin figure appears hallucinated to match the FY2015 margin.",high,4,9
FB_031_E5667B37,FB_031_E5667B37_H2,Qwen3.5-397B,dollar_amount,"$5,506 million","$7,678 million",True,"Internal mathematical inconsistency. Dividing the provided D&A ($762 million) by the provided Revenue ($7,678 million) yields approximately 9.9%, not 29.4%. The margin figure appears hallucinated to match the FY2015 margin.",high,4,9
FB_031_E5667B37,FB_031_E5667B37_H1,Qwen3.5-397B,percentage,21.2%,29.4%,True,"Internal mathematical inconsistency. Dividing the provided D&A ($762 million) by the provided Revenue ($7,678 million) yields approximately 9.9%, not 29.4%. The margin figure appears hallucinated to match the FY2015 margin.",high,4,9
FB_032_D18D6021,FB_032_D18D6021_H2,Qwen3.5-397B,dollar_amount,"$1,202 million","$1,474 million",True,"Directly contradicted by the calculation line later in the text which uses $1,474 million for inventory.",high,6,7
FB_032_D18D6021,FB_032_D18D6021_H1,Qwen3.5-397B,dollar_amount,"$4,973 million","$6,844 million",True,"Directly contradicted by the calculation line later in the text which uses $6,844 million for current liabilities.",high,6,7
FB_033_EE9D3CFB,FB_033_EE9D3CFB_H3,Qwen3.5-397B,dollar_amount,"$10,800 million","$8,249 million",True,"Internal inconsistency: The sum of the reported segments ($8,249M + $5,600M = $13,849M) does not equal the reported total revenue ($16,400M). There is an unaccounted discrepancy of approximately $2.55 billion.",high,5,11
FB_033_EE9D3CFB,FB_033_EE9D3CFB_H2,Qwen3.5-397B,dollar_amount,"$9,763 million","$6,395 million",True,"Internal inconsistency: The sum of the reported segments ($6,000M + $4,399M = $10,399M) significantly exceeds the reported total revenue ($6,395M). Additionally, the total revenue figure of $6.4B is suspiciously low for FY2020 given general knowledge of AMD's ~$9.7B revenue that year.",high,5,11
FB_033_EE9D3CFB,FB_033_EE9D3CFB_H1,Qwen3.5-397B,dollar_amount,"$3,763 million","$4,399 million",True,"Internal inconsistency: The sum of the reported segments ($6,000M + $4,399M = $10,399M) significantly exceeds the reported total revenue ($6,395M). Additionally, the total revenue figure of $6.4B is suspiciously low for FY2020 given general knowledge of AMD's ~$9.7B revenue that year.",high,5,11
FB_034_BDBAA961,FB_034_BDBAA961_H3,Qwen3.5-397B,dollar_amount,"$16,420 million","$22,281 million",True,"Internal inconsistency: The same document later uses $16,420 million and $10,590 million as the FY2021 revenue base in growth calculations. Additionally, $22.28B is significantly higher than the actual reported FY2021 revenue (~$16.4B), suggesting hallucination.",high,4,9
FB_034_BDBAA961,FB_034_BDBAA961_H2,Qwen3.5-397B,percentage,43.8%,33.9%,True,"Mathematical error: $7,180 million growth on a $16,420 million base equals approximately 43.7%, not 33.9%. The percentage does not match the provided dollar figures.",high,4,9
FB_034_BDBAA961,FB_034_BDBAA961_H1,Qwen3.5-397B,dollar_amount,"$16,420 million","$10,590 million",True,"Basic arithmetic failure: $10,590 million minus $9,763 million equals $827 million, not $6,657 million. This indicates severe calculation hallucination.",high,4,9
FB_035_15E1E864,FB_035_15E1E864_H3,Qwen3.5-397B,percentage,14.0%,6.4%,True,"Internal mathematical inconsistency: 1,825 divided by 13,031 equals approximately 14.0%, not 6.4%. Additionally, FY2022 revenue is widely known to be significantly higher (~$23.6B) due to the Xilinx acquisition closing in early 2022, making $13B implausible.",high,3,3
FB_035_15E1E864,FB_035_15E1E864_H2,Qwen3.5-397B,large_number,"1,832","2,445",True,"Internal mathematical inconsistency: 2,445 divided by 10,965 equals approximately 22.3%, not 17.0%. The revenue figure also contradicts general knowledge of AMD's growth trajectory leading up to the Xilinx deal.",high,3,3
FB_035_15E1E864,FB_035_15E1E864_H1,Qwen3.5-397B,large_number,"9,763","12,160",True,"Internal mathematical inconsistency: 974 divided by 12,160 equals approximately 8.0%, not 9.0%. The revenue figure ($12.16B) is historically inaccurate for AMD in 2020 (actual was ~$9.7B), and the trend shows a revenue decline from 2020 to 2021 which contradicts AMD's known growth period.",high,3,3
FB_036_47FD0B96,FB_036_47FD0B96_H2,Qwen3.5-397B,large_number,"1,028",802,True,"To fund the Xilinx acquisition, AMD issued significant debt and equity. Financing activities should reflect a substantial net cash inflow from these proceeds, rather than a net outflow similar to the prior year.",high,3,6
FB_036_47FD0B96,FB_036_47FD0B96_H1,Qwen3.5-397B,large_number,"1,525","1,829",True,"AMD's revenue grew approximately 44% in FY22 following the Xilinx consolidation. Operating cash flow should typically correlate with this significant top-line and profitability growth, rather than decreasing slightly from the FY21 level of $1,891 million.",high,3,6
FB_037_CB0A4D6D,FB_037_CB0A4D6D_H3,Qwen3.5-397B,dollar_amount,"$3,800 million","$3,135 million",True,"Internal inconsistency: The stated FY2021 Sales figure for Computing and Graphics is $3,800 million, but the calculation uses $3,135 million as the denominator. $2,800/$3,800 equals 73.68%, indicating the formula text is hallucinated.",high,5,12
FB_037_CB0A4D6D,FB_037_CB0A4D6D_H2,Qwen3.5-397B,dollar_amount,"$3,100 million","$2,208 million",True,"Internal inconsistency: The stated FY2021 Sales figure for Computing and Graphics is $3,800 million, but the calculation uses $3,135 million as the denominator. $2,800/$3,800 equals 73.68%, indicating the formula text is hallucinated.",high,5,12
FB_037_CB0A4D6D,FB_037_CB0A4D6D_H1,Qwen3.5-397B,dollar_amount,"$3,100 million","$2,500 million",True,"Internal inconsistency: The stated FY2021 Sales figure for Computing and Graphics is $3,800 million, but the calculation uses $3,135 million as the denominator. $2,800/$3,800 equals 73.68%, indicating the formula text is hallucinated.",high,5,12
FB_038_9BAA83E2,FB_038_9BAA83E2_H2,Qwen3.5-397B,dollar_amount,"$23,600 million","$19,432 million",True,This figure conflicts with widely known financial data. AMD's FY2022 revenue is commonly reported as approximately $23.6 billion following the consolidation of Xilinx (acquired Feb 2022). A figure of $19.4B suggests a significant underreporting or hallucination given the acquisition impact.,high,4,6
FB_038_9BAA83E2,FB_038_9BAA83E2_H1,Qwen3.5-397B,percentage,55%,51.7%,True,"Internal mathematical inconsistency. $12,980 million divided by the claimed total revenue of $19,432 million equals approximately 66.8%, not 51.7%. Conversely, 51.7% of $19,432 million is approximately $10,046 million. The numbers do not reconcile.",high,4,6
FB_039_FDBB6DC2,FB_039_FDBB6DC2_H3,Qwen3.5-397B,dollar_amount,"$1,000 million","$1,372 million",True,"This figure displays inconsistent precision compared to the surrounding debt items (which are all round $1,000 million or $1,500 million figures). It suggests a potential conflation of original issuance amounts with outstanding principal balances.",medium,5,12
FB_039_FDBB6DC2,FB_039_FDBB6DC2_H2,Qwen3.5-397B,percentage,4.000%,0.010%,True,"A 1 basis point coupon rate for a 10-year+ maturity corporate bond is financially anomalous. Even during the low-rate environment of 2020-2021, investment-grade corporate debt (like American Express) typically carried coupons significantly higher than 0.01% for long-dated maturities. This suggests a hallucinated figure.",high,5,12
FB_039_FDBB6DC2,FB_039_FDBB6DC2_H1,Qwen3.5-397B,dollar_amount,"$39,000 million","$46,807 million",False,,,5,12
FB_040_DBF8FC6A,FB_040_DBF8FC6A_H2,Qwen3.5-397B,dollar_amount,"$51,000 million","$62,827 million",True,"Historical financial data indicates American Express FY2022 revenue was approximately $52.9 billion. The reported figure is significantly overstated (by ~$10 billion) and exceeds even FY2023 actuals, suggesting a hallucinated or period-mismatched figure.",high,3,7
FB_040_DBF8FC6A,FB_040_DBF8FC6A_H1,Qwen3.5-397B,percentage,21.6%,29.6%,True,"The sum of these percentages is 108%. For mutually exclusive geographic segments comprising total revenue, the percentages cannot exceed 100%. This is a mathematical impossibility.",high,3,7
FB_041_EB5B1B78,FB_041_EB5B1B78_H3,Qwen3.5-397B,dollar_amount,"$36,090 million","$48,564 million",True,"Critical internal inconsistency: The bullet point lists specific Revenue and Operating Income figures, but the parenthetical calculation explanation cites completely different figures for both metrics within the same sentence.",high,4,11
FB_041_EB5B1B78,FB_041_EB5B1B78_H2,Qwen3.5-397B,dollar_amount,"$4,825 million","$5,847 million",True,"Critical internal inconsistency: The bullet point lists specific Revenue and Operating Income figures, but the parenthetical calculation explanation cites completely different figures for both metrics within the same sentence.",high,4,11
FB_041_EB5B1B78,FB_041_EB5B1B78_H1,Qwen3.5-397B,dollar_amount,"$36,090 million","$49,343 million",True,"Critical internal inconsistency: The bullet point lists specific Revenue and Operating Income figures, but the parenthetical calculation explanation cites completely different figures for both metrics within the same sentence.",high,4,11
FB_042_1741E456,FB_042_1741E456_H2,Qwen3.5-397B,dollar_amount,"$18,816 million","$23,630 million",True,"Internal mathematical inconsistency. The provided Revenue ($47,658 million) minus COGS ($23,630 million) equals $24,028 million, not $17,915 million.",high,7,12
FB_042_1741E456,FB_042_1741E456_H1,Qwen3.5-397B,dollar_amount,"$28,842 million","$17,915 million",True,"Internal mathematical inconsistency. The provided Revenue ($47,658 million) minus COGS ($23,630 million) equals $24,028 million, not $17,915 million.",high,7,12
FB_043_1BA81F6A,FB_043_1BA81F6A_H3,Qwen3.5-397B,percentage,20.1%,24.1%,True,Direct internal contradiction. The Primary Metric section states 24.1% while the Summary Note states 31.3% for the same fiscal year.,high,5,8
FB_043_1BA81F6A,FB_043_1BA81F6A_H2,Qwen3.5-397B,dollar_amount,"$7,667 million","$5,968 million",True,"Internal inconsistency on Income Before Tax. The Supporting Data lists $7,667 million, but the Tax Expense calculation line uses $5,968 million as the base.",high,5,8
FB_043_1BA81F6A,FB_043_1BA81F6A_H1,Qwen3.5-397B,percentage,20.1%,31.3%,True,Direct internal contradiction. The Primary Metric section states 24.1% while the Summary Note states 31.3% for the same fiscal year.,high,5,8
FB_044_899DEDA7,FB_044_899DEDA7_H3,Qwen3.5-397B,dollar_amount,"$106,196 million","$87,723 million",True,"American Express is a bank holding company with total assets typically exceeding $240 billion in 2022. Total liabilities should be commensurate (approximately $210 billion+), making $87 billion implausibly low (less than half of expected scale).",high,3,4
FB_044_899DEDA7,FB_044_899DEDA7_H2,Qwen3.5-397B,dollar_amount,"$58,160 million","$75,098 million",True,"A 114% year-over-year increase in long-term debt for a mature financial institution like Amex is highly anomalous without a major acquisition or crisis event, neither of which occurred in 2021. This volatility suggests data fabrication.",high,3,4
FB_044_899DEDA7,FB_044_899DEDA7_H1,Qwen3.5-397B,dollar_amount,"$50,000 million","$35,269 million",True,"A 114% year-over-year increase in long-term debt for a mature financial institution like Amex is highly anomalous without a major acquisition or crisis event, neither of which occurred in 2021. This volatility suggests data fabrication.",high,3,4
FB_045_3960FE69,FB_045_3960FE69_H2,Qwen3.5-397B,percentage,5.1%,0.0%,True,"Mathematical inconsistency. A growth of 6.2 million on a base of 121.6 million equals approximately 5.1%, not 0.0%. This suggests a hallucinated percentage calculation.",high,3,10
FB_045_3960FE69,FB_045_3960FE69_H1,Qwen3.5-397B,percentage,6.3%,0.1%,True,"Mathematical inconsistency. A growth of 7.2 million on a base of 114.4 million equals approximately 6.3%, not 0.1%. This suggests a hallucinated percentage calculation.",high,3,10
FB_046_E323A993,FB_046_E323A993_H2,Qwen3.5-397B,dollar_amount,"$1,034 million","$1,420 million",True,"A 24% decrease from the claimed 2019 figure is highly unusual for a stable regulated utility like American Water Works, which typically maintains or grows dividends annually. Additionally, this magnitude implies a dividend yield significantly higher than the company's historical average (approx. 1.5-2.5%).",high,3,3
FB_046_E323A993,FB_046_E323A993_H1,Qwen3.5-397B,dollar_amount,$977 million,$650 million,True,"While the absolute number is more plausible than 2019, the volatility between this figure and the 2019 claim (a doubling) indicates at least one of these figures is hallucinated. Given the stability of utility dividends, this baseline contributes to an inconsistent trend.",medium,3,3
FB_047_A9C061FE,FB_047_A9C061FE_H3,Qwen3.5-397B,dollar_amount,"$1,426 million",$966 million,True,"Internal mathematical inconsistency: The text states Operating Income is $1,149 million and D&A is $277 million. Their sum is $1,426 million, not $966 million. Additionally, EBITDA cannot be lower than Operating Income when D&A is positive. The $966 million figure likely corresponds to Net Income, indicating a label hallucination.",high,2,7
FB_047_A9C061FE,FB_047_A9C061FE_H2,Qwen3.5-397B,dollar_amount,"$1,019 million",$832 million,False,,,2,7
FB_047_A9C061FE,FB_047_A9C061FE_H1,Qwen3.5-397B,dollar_amount,$263 million,$208 million,False,,,2,7
FB_048_79F71CE3,FB_048_79F71CE3_H3,Qwen3.5-397B,dollar_amount,"$1,519 million","$1,823 million",False,,,2,9
FB_048_79F71CE3,FB_048_79F71CE3_H2,Qwen3.5-397B,dollar_amount,$684 million,$522 million,True,"Internal arithmetic inconsistency: The provided Current Assets ($2,203 million) minus Current Liabilities ($1,823 million) equals $380 million, not $522 million. This suggests the figure is hallucinated or the components are incorrect.",high,2,9
FB_048_79F71CE3,FB_048_79F71CE3_H1,Qwen3.5-397B,dollar_amount,$606 million,$721 million,True,"Internal arithmetic inconsistency: The provided Current Assets ($1,974 million) minus Current Liabilities ($1,368 million) equals $606 million, not $721 million. This fundamental calculation error indicates data fabrication.",high,2,9
FB_049_4416C718,FB_049_4416C718_H3,Qwen3.5-397B,dollar_amount,"$1,173 million",$924 million,True,"Internal inconsistency. The Primary Metric section lists FY2016 Net Profit as $924 million, but the Calculation section uses $1,173 million for the same metric without explanation. This suggests data hallucination or copy-paste errors.",high,3,11
FB_049_4416C718,FB_049_4416C718_H2,Qwen3.5-397B,percentage,2.9%,0.0%,True,"Basic arithmetic error. $1,185 million divided by $40,349 million equals approximately 2.9%, not 0.0%. A positive net income cannot result in a 0.0% margin unless revenue is infinite or income is zero.",high,3,11
FB_049_4416C718,FB_049_4416C718_H1,Qwen3.5-397B,percentage,2.9%,0.0%,True,"Basic arithmetic error. $1,185 million divided by $40,349 million equals approximately 2.9%, not 0.0%. A positive net income cannot result in a 0.0% margin unless revenue is infinite or income is zero.",high,3,11
FB_050_A0B82AEA,FB_050_A0B82AEA_H2,Qwen3.5-397B,dollar_amount,"$3,719 million","$2,780 million",True,Represents a 43% decrease from the reported FY2017 figure; such drastic inventory contraction is inconsistent with Best Buy's stable revenue profile and typical inventory-to-revenue ratios for big-box retail.,high,3,3
FB_050_A0B82AEA,FB_050_A0B82AEA_H1,Qwen3.5-397B,dollar_amount,"$3,579 million","$4,922 million",True,"While plausible in isolation, this figure contributes to an erratic 'V-shaped' trend (4.9B -> 2.7B -> 4.2B) across three years that lacks operational justification.",medium,3,3
FB_051_091D46D5,FB_051_091D46D5_H3,Qwen3.5-397B,dollar_amount,"$46,294 million","$29,580 million",True,"This represents a ~46% decrease from the claimed FY2021 revenue of $55,020 million. Best Buy is a stable consumer electronics retailer that did not undergo a divestiture or bankruptcy event large enough to halve its revenue in one year. This figure is highly implausible.",high,5,15
FB_051_091D46D5,FB_051_091D46D5_H2,Qwen3.5-397B,dollar_amount,"$47,262 million","$55,020 million",True,"While 2021 was a peak pandemic year, this figure combined with the claimed $29.5B for 2022 creates an impossible volatility profile for this company. Actual FY2021 revenue was closer to $51B, and FY2022 was closer to $46B, not $29B.",high,5,15
FB_051_091D46D5,FB_051_091D46D5_H1,Qwen3.5-397B,percentage,2%,10.3%,True,This directly contradicts the earlier analysis in the same output which stated the maximum fluctuation observed was 1.1%. This internal inconsistency suggests hallucinated reasoning or numbers.,high,5,15
FB_052_FC76DF78,FB_052_FC76DF78_H3,Qwen3.5-397B,large_number,"1,846","1,157",True,"While the revenue figure is accurate for FY2022, the net income is suspiciously low. Best Buy's FY2022 net income was approximately $2.45 billion. The $1.157 billion figure aligns more closely with FY2023 results, suggesting a data mix-up.",high,5,7
FB_052_FC76DF78,FB_052_FC76DF78_H2,Qwen3.5-397B,large_number,"47,262","32,254",True,Best Buy's FY2021 revenue was approximately $47.3 billion. A figure of $32.2 billion is drastically understated and resembles revenue from much earlier fiscal years (circa 2015-2016).,high,5,7
FB_052_FC76DF78,FB_052_FC76DF78_H1,Qwen3.5-397B,large_number,"1,570","1,229",True,Best Buy's FY2021 revenue was approximately $47.3 billion. A figure of $32.2 billion is drastically understated and resembles revenue from much earlier fiscal years (circa 2015-2016).,high,5,7
FB_053_05E755A5,FB_053_05E755A5_H3,Qwen3.5-397B,dollar_amount,"$1,518 million","$1,210 million",True,"Direct internal contradiction: The 'PRIMARY METRIC' section explicitly states FY2023 Operating Cash Flow is $1,210 million. The summary figure differs by $308 million without explanation, indicating a hallucination or calculation error in the summary generation.",high,2,10
FB_053_05E755A5,FB_053_05E755A5_H2,Qwen3.5-397B,large_number,"1,188","1,421",True,"Suspicious volatility and implied negative Free Cash Flow: This represents a 67% increase in cash outflow compared to FY2022 ($(852) million). For a mature retailer like Best Buy, capital expenditures are typically stable. Additionally, combined with the reported Operating Cash Flow of $1,210 million, this implies negative Free Cash Flow for FY2023, which is unusual for Best Buy absent a major acquisition event not mentioned elsewhere.",medium,2,10
FB_053_05E755A5,FB_053_05E755A5_H1,Qwen3.5-397B,large_number,"1,045",852,False,,,2,10
FB_054_F1BBC565,FB_054_F1BBC565_H3,Qwen3.5-397B,dollar_amount,"$1,200 million",$911 million,True,"Internal inconsistency: The same report lists FY 2023 Cash as $1,200 million in Supporting Data and $789 million in the Note. Three different values for the same metric indicate hallucination.",high,5,8
FB_054_F1BBC565,FB_054_F1BBC565_H2,Qwen3.5-397B,dollar_amount,"$3,200 million","$2,191 million",True,Plausibility issue: Best Buy is a large-cap retailer with ~$47 billion annual revenue. Total Current Assets of only $2.2 billion is implausibly low (inventory alone typically exceeds this amount).,high,5,8
FB_054_F1BBC565,FB_054_F1BBC565_H1,Qwen3.5-397B,dollar_amount,"$1,200 million",$789 million,True,Internal inconsistency: Contradicts the Primary Metric ($911 million) and the Note ($789 million) within the same output.,high,5,8
FB_055_B75D0172,FB_055_B75D0172_H3,Qwen3.5-397B,large_number,"1,024",822,True,"These figures directly contradict the Supporting Data section within the same report (which lists 1,272 and 1,040). Additionally, 698 total stores is historically low for Best Buy's known footprint.",high,4,7
FB_055_B75D0172,FB_055_B75D0172_H2,Qwen3.5-397B,large_number,"1,040",698,True,"These figures directly contradict the Supporting Data section within the same report (which lists 1,272 and 1,040). Additionally, 698 total stores is historically low for Best Buy's known footprint.",high,4,7
